"topic_id","post_number","author","html_message","timestamp"
1030,30,"160a1b78dcdbd065","<p></p> 
<div class=""quote""> 
 <div>
   Quote: 
 </div> 
 <div class=""quote-message""> 
  <div> 
   <strong>1649ddb9d9410e9e</strong>: 
  </div> 
  <div>
    Because his posts inflict physical pain on me 
  </div> 
 </div> 
</div> 
<br /> you still don't have to deal with him. blacklist him and don't click on his posts. are you ****ing dumb? seriously 
<p></p>","2014-10-05 00:00:00"
1030,31,"6f2d35c25fb498ec","<p>you know we only express our dislike of him when someone makes a thread about him, right?</p>","2014-10-05 00:00:00"
1030,32,"1649ddb9d9410e9e","<p></p> 
<div class=""quote""> 
 <div>
   Quote: 
 </div> 
 <div class=""quote-message""> 
  <div> 
   <strong>160a1b78dcdbd065</strong>: 
  </div> 
  <div>
    you still don't have to deal with him. blacklist him and don't click on his posts. are you ****ing dumb? seriously 
  </div> 
 </div> 
</div> 
<br /> I'd rather not do that, because he's not so bad of a poster that he's just straight up wrong all the time. He does bring up valid points from time to time. 
<br /> 
<br /> Blacklisting people who I don't agree with seems kind of narrow minded and stupid to me. 
<p></p>","2014-10-05 00:00:00"
1030,33,"d99c39864df6b41d","<p></p> 
<div class=""quote""> 
 <div>
   Quote: 
 </div> 
 <div class=""quote-message""> 
  <div> 
   <strong>160a1b78dcdbd065</strong>: 
  </div> 
  <div>
    Do you kids really have ****ing nothing better to do?!? really? go jack off if you're THIS ****ing bored that you feel the need to hate on someone for no good reason. 
  </div> 
 </div> 
</div> 
<br /> 
<br /> Uh... do you have nothing better to do than defend a faceless player on the internet on a forum? 
<br /> 
<br /> You realize you're being just as worthless as those you're fighting at the moment. 
<p></p>","2014-10-05 00:00:00"
1030,34,"160a1b78dcdbd065","<p></p> 
<div class=""quote""> 
 <div>
   Quote: 
 </div> 
 <div class=""quote-message""> 
  <div> 
   <strong>6f2d35c25fb498ec</strong>: 
  </div> 
  <div>
    you know we only express our dislike of him when someone makes a thread about him, right? 
  </div> 
 </div> 
</div> 
<br /> ....... you know my whole point is there is no ****ing point to make a thread about him, right? 
<br /> 
<br /> 
<br /> /facepalm 
<p></p>","2014-10-05 00:00:00"
1030,35,"160a1b78dcdbd065","<p></p> 
<div class=""quote""> 
 <div>
   Quote: 
 </div> 
 <div class=""quote-message""> 
  <div> 
   <strong>d99c39864df6b41d</strong>: 
  </div> 
  <div>
    Uh... do you have nothing better to do than defend a faceless player on the internet on a forum? 
   <br /> 
   <br /> You realize you're being just as worthless as those you're fighting at the moment. 
  </div> 
 </div> 
</div> 
<br /> faceless? he streams. he has a face and he's shown it on stream many times before. 
<br /> 
<br /> you realize i've now repeated 3 times &quot;fight fire with fire&quot; is my whole strategy right? i don't understand why people keep saying **** like &quot;hurr durr you're just as bad as everyone here&quot; when i've explicitly stated that THAT IS MY STRATEGY 
<p></p>","2014-10-05 00:00:00"
1030,36,"6f2d35c25fb498ec","<p></p> 
<div class=""quote""> 
 <div>
   Quote: 
 </div> 
 <div class=""quote-message""> 
  <div> 
   <strong>160a1b78dcdbd065</strong>: 
  </div> 
  <div>
    ....... you know my whole point is there is no ****ing point to make a thread about him, right? 
   <br /> 
   <br /> 
   <br /> /facepalm 
  </div> 
 </div> 
</div> 
<br /> one person made a thread about him and you're flying off the handle on about 8 different people here. 
<br /> 
<br /> 
<br /> frankly, most people here could give two ****s about hashbrown. it's just that when given the opportunity to express our opinions of the guy, it's highly negative. 
<p></p>","2014-10-05 00:00:00"
1030,37,"160a1b78dcdbd065","<p></p> 
<div class=""quote""> 
 <div>
   Quote: 
 </div> 
 <div class=""quote-message""> 
  <div> 
   <strong>1649ddb9d9410e9e</strong>: 
  </div> 
  <div>
    I'd rather not do that, because he's not so bad of a poster that he's just straight up wrong all the time. He does bring up valid points from time to time. 
   <br /> 
   <br /> Blacklisting people who I don't agree with seems kind of narrow minded and stupid to me. 
  </div> 
 </div> 
</div> 
<br /> if you refuse to blacklist him then complain about his posts then it's your own ****ing problem kid. you have been given the choice of dealing with him or not and you complain about it still?? i don't understand. you sound pretty stupid to me too right about now 
<p></p>","2014-10-05 00:00:00"
1030,38,"160a1b78dcdbd065","<html>
  <head>
    
  </head>
  <body>
    <p>
      
    </p>
    <div class=""quote"">
      <div>
        Quote:
      </div>
      <div class=""quote-message"">
        <div>
          <strong>6f2d35c25fb498ec</strong>:
        </div>
        <div>
          one person made a thread about him and you're flying off the handle 
          on about 8 different people here.<br><br><br>frankly, most people 
          here could give two ****s about hashbrown. it's just that when given 
          the opportunity to express our opinions of the guy, it's highly 
          negative.
        </div>
      </div>
    </div>
    <br>
    and there's no point to continue posting all this **** about him either. 
    if you don't like him so much why the **** do you give him attention? 
    whether you like him or not, hating him is still giving him attention.<br><br>and 
    it's not just 1 person, i've seen tons of hate threads about 
    fd897c3091b5bee1 and many other infamous people.
  </body>
</html>
","2014-10-05 00:00:00"
1030,39,"d99c39864df6b41d","<p></p> 
<div class=""quote""> 
 <div>
   Quote: 
 </div> 
 <div class=""quote-message""> 
  <div> 
   <strong>160a1b78dcdbd065</strong>: 
  </div> 
  <div>
    faceless? he streams. he has a face and he's shown it on stream many times before. 
  </div> 
 </div> 
</div> 
<br /> 
<br /> Faceless as in you've never met him, more than likely won't meet him and has no actual impact on your personal life. 
<br /> 
<br /> 
<div class=""quote""> 
 <div>
   Quote: 
 </div> 
 <div class=""quote-message""> 
  <div></div> 
  <div>
    you realize i've now repeated 3 times &quot;fight fire with fire&quot; is my whole strategy right? i don't understand why people keep saying **** like &quot;hurr durr you're just as bad as everyone here&quot; when i've explicitly stated that THAT IS MY STRATEGY 
  </div> 
 </div> 
</div> 
<br /> 
<br /> Yes, and that strategy does not detract from the question I posed: Uh... do you have nothing better to do than defend a faceless player on the internet on a forum? 
<p></p>","2014-10-05 00:00:00"
1030,40,"6f2d35c25fb498ec","<p></p> 
<div class=""quote""> 
 <div>
   Quote: 
 </div> 
 <div class=""quote-message""> 
  <div> 
   <strong>160a1b78dcdbd065</strong>: 
  </div> 
  <div>
    and there's no point to continue posting all this **** about him either. if you don't like him so much why the **** do you give him attention? whether you like him or not, hating him is still giving him attention. 
  </div> 
 </div> 
</div> 
<br /> and? 
<p></p>","2014-10-05 00:00:00"
1030,41,"1649ddb9d9410e9e","<p></p> 
<div class=""quote""> 
 <div>
   Quote: 
 </div> 
 <div class=""quote-message""> 
  <div> 
   <strong>6f2d35c25fb498ec</strong>: 
  </div> 
  <div>
    frankly, most people here could give two ****s about hashbrown. it's just that when given the opportunity to express our opinions of the guy, it's highly negative. 
  </div> 
 </div> 
</div> 
<br /> That sums up my position on him nicely. 
<p></p>","2014-10-05 00:00:00"
1030,42,"160a1b78dcdbd065","<p></p> 
<div class=""quote""> 
 <div>
   Quote: 
 </div> 
 <div class=""quote-message""> 
  <div> 
   <strong>d99c39864df6b41d</strong>: 
  </div> 
  <div>
    Faceless as in you've never met him, more than likely won't meet him and has no actual impact on your personal life. 
   <br /> 
   <br /> 
   <br /> 
   <br /> Yes, and that strategy does not detract from the question I posed: Uh... do you have nothing better to do than defend a faceless player on the internet on a forum? 
  </div> 
 </div> 
</div> 
<br /> &quot;Faceless as in you've never met him, more than likely won't meet him and has no actual impact on your personal life.&quot; 
<br /> 
<br /> &quot;more than likely won't meet him and has no actual impact on your personal life.&quot; 
<br /> 
<br /> you're saying this **** about me and i'm essentially a mirror right now. i have nothing better to do than to defend a faceless player on the internet just like you have nothing to do than to hate on him. and i mean &quot;you&quot; in general. so anything you say about me can be said about you. 
<p></p>","2014-10-05 00:00:00"
1030,43,"fdb23718f9b429a9","<html>
  <head>
    
  </head>
  <body>
    <p>
      
    </p>
    <div class=""quote"">
      <div>
        Quote:
      </div>
      <div class=""quote-message"">
        <div>
          <strong>85f5a42aa7b648e4</strong>:
        </div>
        <div>
          Tbh, fd897c3091b5bee1 really is a ****ter, but this whole hate 
          circlejerk is really not necessary. Personally, when I see someone 
          acting like they have autism, I prefer to ignore them, not make a 
          thread about it.
        </div>
      </div>
    </div>
    <br>
    ^this
  </body>
</html>
","2014-10-05 00:00:00"
1030,44,"160a1b78dcdbd065","<p></p> 
<div class=""quote""> 
 <div>
   Quote: 
 </div> 
 <div class=""quote-message""> 
  <div> 
   <strong>6f2d35c25fb498ec</strong>: 
  </div> 
  <div>
    and? 
  </div> 
 </div> 
</div> 
<br /> and? and what? 
<br /> 
<br /> you've reached a new level of mental retardation... this is amazing. lol. 
<p></p>","2014-10-05 00:00:00"
1030,45,"fdb23718f9b429a9","<p></p> 
<div class=""quote""> 
 <div>
   Quote: 
 </div> 
 <div class=""quote-message""> 
  <div> 
   <strong>6f2d35c25fb498ec</strong>: 
  </div> 
  <div>
    and? 
  </div> 
 </div> 
</div> 
<br /> That is actually a complete statement that you're replying to. Try reading it again. 
<p></p>","2014-10-05 00:00:00"
1030,46,"ec2fe75ff2b81df6","<html>
  <head>
    
  </head>
  <body>
    <p>
      
    </p>
    <div class=""quote"">
      <div>
        Quote:
      </div>
      <div class=""quote-message"">
        <div>
          <strong>160a1b78dcdbd065</strong>:
        </div>
        <div>
          he drophacked 1 game in season 1 and now he's getting **** for it 
          for the rest of his life? lmao you people are disgusting. find 
          something better to do with your sad lives why don't you? i'm sure 
          if you did something dumb and got **** for it still 3 years later 
          it'd piss you off too don't you think?
        </div>
      </div>
    </div>
    <br>
    <br>
    You do know he got caught Drop hacking with Tiamat and got flamed pretty 
    damn hard from it. Tiamat was not in Season 1.<br>Please get 
    fd897c3091b5bee1 <b>d</b>ick out of your <b>a</b>ss because its pretty 
    damn deep inside you right now
  </body>
</html>
","2014-10-05 00:00:00"
1030,47,"d99c39864df6b41d","<html>
  <head>
    
  </head>
  <body>
    <p>
      
    </p>
    <div class=""quote"">
      <div>
        Quote:
      </div>
      <div class=""quote-message"">
        <div>
          <strong>160a1b78dcdbd065</strong>:
        </div>
        <div>
          &quot;Faceless as in you've never met him, more than likely won't meet 
          him and has no actual impact on your personal life.&quot;<br><br>&quot;more 
          than likely won't meet him and has no actual impact on your personal 
          life.&quot;<br><br>you're saying this **** about me and i'm 
          essentially a mirror right now. i have nothing better to do than to 
          defend a faceless player on the internet just like you have nothing 
          to do than to hate on him. and i mean &quot;you&quot; in general. so anything 
          you say about me can be said about you.
        </div>
      </div>
    </div>
    <br>
    <br>
    And yet you <i>still</i> do not answer the question.<br><br>I get you're 
    being the mirror... what's being asked, with the &quot;don't you have anything 
    better to do&quot; statement, is why you're wasting your time?<br><br>Is 
    it important to you that people treat fd897c3091b5bee1 nicely? Why do you 
    care?<br><br>You going to take this mirror crusade up all night?<br><br>Is 
    this mirror strategy the best thing you got going for you right now?<br><br>It's 
    a really simple question actually. Especially since, more than likely, the 
    contents of this thread are pretty much meaningless.
  </body>
</html>
","2014-10-05 00:00:00"
1030,48,"160a1b78dcdbd065","<p></p> 
<div class=""quote""> 
 <div>
   Quote: 
 </div> 
 <div class=""quote-message""> 
  <div> 
   <strong>fdb23718f9b429a9</strong>: 
  </div> 
  <div>
    That is actually a complete statement that you're replying to. Try reading it again. 
  </div> 
 </div> 
</div> 
<br /> ^^^^ thank you 
<p></p>","2014-10-05 00:00:00"
1030,49,"160a1b78dcdbd065","<html>
  <head>
    
  </head>
  <body>
    <p>
      
    </p>
    <div class=""quote"">
      <div>
        Quote:
      </div>
      <div class=""quote-message"">
        <div>
          <strong>ec2fe75ff2b81df6</strong>:
        </div>
        <div>
          You do know he got caught Drop hacking with Tiamat and got flamed 
          pretty damn hard from it. Tiamat was not in Season 1.<br>Please get 
          fd897c3091b5bee1 <b>d</b>ick out of your <b>a</b>ss because its 
          pretty damn deep inside you right now
        </div>
      </div>
    </div>
    <br>
    uhh... lol yeah it was i played in season 1. it just wasn't melee only. 
    shows how much you know, retar <b>d</b>.<br><br>and that's not a drophack. 
    that's crashing the game. drophacking is a direct attack on the game files 
    on the server you fckwitt
  </body>
</html>
","2014-10-05 00:00:00"
1030,50,"ec2fe75ff2b81df6","<html>
  <head>
    
  </head>
  <body>
    <p>
      
    </p>
    <div class=""quote"">
      <div>
        Quote:
      </div>
      <div class=""quote-message"">
        <div>
          <strong>160a1b78dcdbd065</strong>:
        </div>
        <div>
          uhh... lol yeah it was i played in season 1. it just wasn't melee 
          only. shows how much you know, retar <b>d</b>.<br><br>and that's not 
          a drophack. that's crashing the game. drophacking is a direct attack 
          on the game files on the server you fckwitt
        </div>
      </div>
    </div>
    <br>
    <br>
    <br>
    LOL it was a glitch with Tiamat <b>d</b>umbass fanboy. And it was brought 
    into the game during Season 3. MORON!<br><br>Are you new to this game? It 
    was brought into the game season 1. But the Tiamat Drophack was in SEASON 
    3. Do we need to link threads to your <b>d</b>umbass fanboy to show you 
    fd897c3091b5bee1 drop hack threads? <b>f</b>uck outta here ****** <b>a</b>ss 
    fanboy <b>b</b>itch
  </body>
</html>
","2014-10-06 00:00:00"
1030,51,"ec2fe75ff2b81df6","<p><span style=""color:#257372;"">http://forums.na.leagueoflegends.com/board/showthread.php?t=3651712</span><br /> <br /> This is from Season 1? <br /> Stay down <b>b</b>itch fanboy loser.</p>","2014-10-06 00:00:00"
1030,52,"160a1b78dcdbd065","<html>
  <head>
    
  </head>
  <body>
    <p>
      
    </p>
    <div class=""quote"">
      <div>
        Quote:
      </div>
      <div class=""quote-message"">
        <div>
          <strong>ec2fe75ff2b81df6</strong>:
        </div>
        <div>
          <span><font color=""#257372"">http://forums.na.leagueoflegends.com/board/showthread.php?t=3651712</font></span><br><br>This 
          is from Season 1?<br>Stay down <b>b</b>itch fanboy loser.
        </div>
      </div>
    </div>
    <br>
    wow took you long enough to do some research. which i'm not going to 
    bother acknowledging because you said &quot;tiamat was not in season 1&quot;<br><br>which 
    is straight up wrong. you said nothing about the bug not being in season 1 
    therefore you're wrong. learn to formulate a correct argument. also, i 
    said it in my first post and across multiple of my posts that i don't give 
    a **** if it's fd897c3091b5bee1 or someone else. you're probably the most 
    retarded fa <b>gg</b>ot in this thread.<br><br>also, stay down? you have 
    to get me down before i can stay that way first. i repeat, <b>you're 
    probably the most retarded shitposting faggot in this thread.</b>
  </body>
</html>
","2014-10-06 00:00:00"
1030,53,"7ed0433a158e468f","<html>
  <head>
    
  </head>
  <body>
    <p>
      
    </p>
    <div class=""quote"">
      <div>
        Quote:
      </div>
      <div class=""quote-message"">
        <div>
          <strong>160a1b78dcdbd065</strong>:
        </div>
        <div>
          you people all make me sick. he did nothing wrong to deserve it. 
          everyone just targets him because they don't like him even if he 
          doesn't do anything wrong now. why don't you sad nerds go find 
          something to do with your lives other than talk **** about someone 
          that doesn't even affect your guys' lives? oh wait you don't have 
          lives... that's why you're making this thread.<br><br>inb4 &quot;hurr 
          durr fd897c3091b5bee1 fanboy&quot; no not really. i've seen his stream a 
          couple of times, that's about it, and i'd defend anyone in his 
          position if the same thing were to happen because this thread and 
          you people are full of ****. you all disgust me.<br><br>GD is like 
          highschool, everyone says everyone in GD is cancerous filth well 
          guess what the same applies to you kids.
        </div>
      </div>
    </div>
    <br>
    <br>
    What the **** did you just ****ing say about me, you little *****? I&#194;&#146;ll 
    have you know I graduated top of my class in the Navy Seals, and I&#194;&#146;ve 
    been involved in numerous secret raids on Al-Quaeda, and I have over 300 
    confirmed kills. I am trained in gorilla warfare and I&#194;&#146;m the top sniper 
    in the entire US armed forces. You are nothing to me but just another 
    target. I will wipe you the **** out with precision the likes of which has 
    never been seen before on this Earth, mark my ****ing words. You think you 
    can get away with saying that **** to me over the Internet? Think again, 
    ****er. As we speak I am contacting my secret network of spies across the 
    USA and your IP is being traced right now so you better prepare for the 
    storm, maggot. The storm that wipes out the pathetic little thing you call 
    your life. You&#194;&#146;re ****ing dead, kid. I can be anywhere, anytime, and I 
    can kill you in over seven hundred ways, and that&#194;&#146;s just with my bare 
    hands. Not only am I extensively trained in unarmed combat, but I have 
    access to the entire arsenal of the United States Marine Corps and I will 
    use it to its full extent to wipe your miserable ass off the face of the 
    continent, you little ****. If only you could have known what unholy 
    retribution your little &#194;&#147;clever&#194;&#148; comment was about to bring down upon 
    you, maybe you would have held your ****ing tongue. But you couldn&#194;&#146;t, you 
    didn&#194;&#146;t, and now you&#194;&#146;re paying the price, you goddamn idiot. I will **** 
    fury all over you and you will drown in it. You&#194;&#146;re ****ing salty, kiddo.
  </body>
</html>
","2014-10-06 00:00:00"
1030,54,"160a1b78dcdbd065","<html>
  <head>
    
  </head>
  <body>
    <p>
      
    </p>
    <div class=""quote"">
      <div>
        Quote:
      </div>
      <div class=""quote-message"">
        <div>
          <strong>7ed0433a158e468f</strong>:
        </div>
        <div>
          What the **** did you just ****ing say about me, you little *****? 
          I&#194;&#146;ll have you know I graduated top of my class in the Navy Seals, 
          and I&#194;&#146;ve been involved in numerous secret raids on Al-Quaeda, and I 
          have over 300 confirmed kills. I am trained in gorilla warfare and 
          I&#194;&#146;m the top sniper in the entire US armed forces. You are nothing 
          to me but just another target. I will wipe you the **** out with 
          precision the likes of which has never been seen before on this 
          Earth, mark my ****ing words. You think you can get away with saying 
          that **** to me over the Internet? Think again, ****er. As we speak 
          I am contacting my secret network of spies across the USA and your 
          IP is being traced right now so you better prepare for the storm, 
          maggot. The storm that wipes out the pathetic little thing you call 
          your life. You&#194;&#146;re ****ing dead, kid. I can be anywhere, anytime, 
          and I can kill you in over seven hundred ways, and that&#194;&#146;s just with 
          my bare hands. Not only am I extensively trained in unarmed combat, 
          but I have access to the entire arsenal of the United States Marine 
          Corps and I will use it to its full extent to wipe your miserable 
          ass off the face of the continent, you little ****. If only you 
          could have known what unholy retribution your little &#194;&#147;clever&#194;&#148; 
          comment was about to bring down upon you, maybe you would have held 
          your ****ing tongue. But you couldn&#194;&#146;t, you didn&#194;&#146;t, and now you&#194;&#146;re 
          paying the price, you goddamn idiot. I will **** fury all over you 
          and you will drown in it. You&#194;&#146;re ****ing salty, kiddo.
        </div>
      </div>
    </div>
    <br>
    Lol really? Copy-pasta? You ******* probably dont even read what the **** 
    you're copy and pastaing but I'll have you ******* know I like using 
    fleshlights and its better than ******s but i haven't tried ****** yet.
  </body>
</html>
","2014-10-06 00:00:00"
